5344777689	21.3681630	42.0072007	pharmacy	Зегин	
5344777690	21.3682252	42.0073336	pharmacy	Betty	
5403989322	22.7734322	41.9721066	pharmacy	Центродел	
5601794407	21.6155055	41.9389005	hospital	Euroitalia	
5646430122	21.4434522	42.0130459	hospital	Visar	
5672626651	21.7281424	42.1336304	pharmacy	Bizade	
5761128321	21.0130865	41.0855049	hospital	Др.Пашковски	
5969332187	20.7631403	41.1348192	hospital	St. Erasmus Hospital	
5999496485	21.7097350	42.1374816	hospital	Hitna Pomos	
6054048888	21.4403185	41.9964634	pharmacy	Аптека	
6054050093	21.4224854	41.9985010	pharmacy	Zegin	
6054050097	21.4152598	42.0004895	pharmacy	Betty	
6079510884	22.5892595	42.0190397	pharmacy	VIVA	
6079524185	22.5897895	42.0191245	pharmacy	Pharmacy	
6079524186	22.5908239	42.0189979	pharmacy	VIVA	
6251285572	22.3341756	42.2044806	dentist	Д-р Гордана Павловска	Kriva Palanka
6251285573	22.3353871	42.2033182	dentist	Гокодент	Kriva Palanka
6277406771	21.5809699	41.9931161	pharmacy	Аптека	
6278889139	21.4406066	42.0105657	pharmacy	Bett	
6279836416	21.4259201	41.9907383	pharmacy	Аптека	
6279846683	21.3275880	41.9922216	pharmacy	Barnatore	
6281189208	21.5872765	41.9890443	pharmacy	Аптека	
6281672840	21.3256447	41.9980469	dentist	Family Dental	
6281849279	21.4431560	42.0086285	pharmacy	АПТЕКА BARNATORE	
6281849280	21.4434403	42.0082379	pharmacy	Зегин	
6281849281	21.4429723	42.0075593	pharmacy	Аптека	
6281993272	21.4438641	42.0151742	pharmacy	BETTY	
6281993278	21.4393607	42.0132431	pharmacy	Zegin	
6281993283	21.4356244	42.0128994	pharmacy	Vita Farm	
6289927529	21.4722875	41.9751104	pharmacy	Еурофарм Аптека	
6291421026	21.4438185	41.9771244	pharmacy	Еурофарм	
6291421027	21.4389590	41.9762181	pharmacy	Еурофарм	
6347485641	22.4646543	41.7613575	hospital	Партизанска болница	
6384505886	20.9035260	41.7929628	hospital	Болница Ферид Мурад	
6812666799	21.7196234	42.1396951	pharmacy	Betty	
6814246729	21.4245363	41.9949134	pharmacy	Zegin	
6815918388	21.4226605	41.9982536	pharmacy	Betty	
6827074011	21.4395140	42.0011550	dentist	Hami	
6830542298	20.8135786	41.1191275	dentist	Dentesa	
6830542299	20.8136110	41.1190568	pharmacy	Zegin	
6831648787	20.8127235	41.1156874	pharmacy	Viafarm	
6831648818	20.8048581	41.1132284	pharmacy	Zegin	
6833100691	20.8007114	41.1176215	pharmacy	Maja pharm	
6833103289	20.8050939	41.1128537	dentist	Jolevski	
6833103385	20.8062559	41.1197458	pharmacy	Betty	
6833103389	20.7993691	41.1177349	pharmacy	Zegin	
6833103489	20.8152083	41.1158373	pharmacy	Flos	
6833103501	20.8038998	41.1164144	dentist	Dent inn	
6833103504	20.8046713	41.1183245	pharmacy	Viapharm	
6833104286	20.8068331	41.1145898	pharmacy	Betty	
6837039894	20.8147633	41.1172040	pharmacy	Plus pharma	
6837039900	20.8091001	41.1157903	pharmacy	Jaliar	
6837039903	20.8089137	41.1116502	pharmacy	Kami pharma	
6837039904	20.8090724	41.1113809	pharmacy	Mazarow	
6837046288	20.8145136	41.1166173	pharmacy	Betty	
6906971756	22.4601554	41.6389019	pharmacy	ZEGIN	
6913306084	21.4292568	42.0247319	pharmacy	Zegin	
7027084885	21.4235554	41.9919437	hospital	Стоматолошка Ординација	
7124138448	22.7224460	41.1834446	dentist	Polydent	Стар Дојран
7173141269	21.0014229	42.0343370	hospital	NATURA MEDIKA	
7373066519	22.1978295	41.7436809	pharmacy	Зегин	
7373066520	22.2011807	41.7500361	pharmacy	Зегин	
8124609217	21.4672077	42.0037470	pharmacy	Еурофарм аптека	
8188519794	21.4265268	41.9968203	pharmacy	Еурофарм	Cкoпje
8393939617	21.5332026	41.9347627	hospital	lindi 2022	
8434537936	21.5158516	41.9398219	hospital	PZU "Deona MM"	Драчево
8494240822	21.4114399	42.0026365	pharmacy	Зегин - Моја Аптека	Cкoпje
8615953943	21.4114304	42.0025921	dentist	Терадент	Cкoпje
8745676373	21.4288200	41.9933214	pharmacy	Еурофарм	
8909816033	21.3367291	41.0269000	pharmacy	Еурофарм - Центар	
8976090570	21.4512282	42.0555686	pharmacy	Еурофарм	
9091826489	21.5599606	41.3435181	pharmacy	Алек Фарм	
9200216066	21.4359938	41.9896172	pharmacy	Eurofarm	
9200216440	21.4284796	41.9922394	pharmacy	Zegin	
9200216556	21.4152038	42.0005157	pharmacy	Betty	
